COUNTY,YEAR,TOTAL,WHITE,HISPANIC,ASIAN,PACIFIC_ISLANDER,BLACK,AMERICAN_INDIAN,MULTIRACE,WHITE_%,HISPANIC_%,ASIAN_%,PACIFIC_ISLANDER_%,BLACK_%,AMERICAN_INDIAN_%,MULTIRACE_%
Tulare,2004,406003,160718,218368,13289,283,4984,3536,4825,39.5854217825977%,53.7848242500671%,3.27312852368086%,0.069703918443952%,1.22757713612954%,0.87092952515129%,1.18841486392958%
Tulare,2005,416503,161955,226967,13698,283,4942,3652,5006,38.884473821317%,54.4934850409241%,3.28881184529283%,0.06794668945962%,1.18654607529838%,0.87682441663085%,1.20191211107723%
Tulare,2006,426998,163264,235472,14260,287,4916,3786,5013,38.2353078937138%,55.1459257420409%,3.33959409645947%,0.067213429571099%,1.15129344868126%,0.88665520681596%,1.17401018271748%
Tulare,2007,436661,164275,243446,14758,292,4935,3895,5060,37.6207172154142%,55.7517158619616%,3.37973851569066%,0.066871096800493%,1.13016733804942%,0.89199630834904%,1.15879366373457%
Tulare,2008,446533,165318,251585,15271,296,4949,4005,5109,37.0225716800326%,56.341860511989%,3.41990401605256%,0.066288493795531%,1.10831674254758%,0.89691019476724%,1.14414836081544%
Tulare,2009,456605,166402,259878,15794,300,4958,4115,5158,36.4433153382026%,56.9152768804546%,3.4590072382037%,0.065702302865715%,1.08584005869406%,0.9012165876414%,1.12964159393787%
Tulare,2010,466893,167520,268343,16326,306,4964,4226,5208,35.8797411826693%,57.4741964432964%,3.49673265609037%,0.065539641845134%,1.06319863437661%,0.90513243933835%,1.11545900238384%
Tulare,2011,479342,169080,278275,16985,312,5027,4382,5281,35.2733538892899%,58.0535400611672%,3.54339907623367%,0.065089226481302%,1.0487292997484%,0.91416984115725%,1.10171860592228%
Tulare,2012,492032,170675,288405,17651,318,5087,4541,5355,34.6877845343392%,58.6150900754422%,3.5873683012487%,0.06462994276795%,1.03387584547347%,0.92290745317378%,1.08834384755463%
Tulare,2013,504911,172291,298699,18319,324,5147,4700,5431,34.1230434670665%,59.1587428279439%,3.62816417150745%,0.064169724961429%,1.01938757523603%,0.93085712135406%,1.07563511193062%
Tulare,2014,517957,173920,309147,18992,330,5200,4860,5508,33.5780769446112%,59.6858426471696%,3.66671364611348%,0.063711852528299%,1.00394434287016%,0.93830182814404%,1.06340873856324%
Tulare,2015,531171,175557,319751,19672,336,5250,5021,5584,33.0509383983689%,60.1973752332112%,3.70351544041373%,0.063256465432036%,0.98838227237556%,0.94526997897099%,1.05126221122765%
Tulare,2016,544549,177209,330512,20352,342,5294,5176,5664,32.5423423787391%,60.6946298680192%,3.73740471472723%,0.062804265548188%,0.97218064857341%,0.95051134057725%,1.0401267838156%
Tulare,2017,558055,178861,341401,21034,348,5334,5331,5746,32.0507835249214%,61.1769449247834%,3.7691625377427%,0.062359444857586%,0.95581976686886%,0.95528218544767%,1.02964761537841%
Tulare,2018,571667,180511,352402,21714,354,5376,5482,5828,31.5762498097669%,61.6446287786421%,3.79836513214861%,0.061924162143346%,0.94040761492267%,0.95894987816334%,1.01947462421305%
Tulare,2019,585350,182141,363517,22384,360,5408,5628,5912,31.1165969078329%,62.1025027761168%,3.8240369009994%,0.061501665670112%,0.92389168873324%,0.96147603997608%,1.00999402067139%
Tulare,2020,599117,183761,374740,23047,366,5436,5771,5996,30.6719722524983%,62.5487175292973%,3.8468279150817%,0.06108990397535%,0.9073352951093%,0.9632509176004%,1.00080618643771%
Tulare,2021,612978,185342,386095,23712,370,5458,5916,6085,30.236321695069%,62.9867629833371%,3.8683280639762%,0.060361057003677%,0.89040715980019%,0.96512436009123%,0.99269468072264%
Tulare,2022,626942,186907,397569,24377,374,5485,6058,6172,29.8124866415075%,63.4140000191405%,3.88823846544018%,0.059654641099177%,0.87488156799194%,0.96627758229629%,0.98446108252438%
Tulare,2023,641003,188449,409172,25043,378,5507,6195,6259,29.3990823755895%,63.8330865846182%,3.90684598980036%,0.058970082823325%,0.8591223442012%,0.96645413516005%,0.97643848780739%
Tulare,2024,655169,189978,420898,25707,382,5525,6330,6349,28.9967931938172%,64.2426610538655%,3.92372044464863%,0.058305566960586%,0.8432938676891%,0.96616292895421%,0.96906294406481%
Tulare,2025,669452,191490,432755,26375,386,5544,6460,6442,28.6039925192546%,64.6431708322628%,3.93978955922157%,0.057659100279034%,0.82814003095069%,0.9649683621828%,0.96227959584854%
Tulare,2026,683864,192994,444748,27046,390,5563,6590,6533,28.2211082905373%,65.0345682767334%,3.95487991764444%,0.057028882935788%,0.81346583531228%,0.96364189370986%,0.95530690312694%
Tulare,2027,698411,194495,456884,27723,393,5579,6719,6618,27.8482154490694%,65.4176409019904%,3.96943919840896%,0.056270591385302%,0.79881330620509%,0.96204097587237%,0.94757957706852%
Tulare,2028,713104,195987,469174,28400,396,5598,6849,6700,27.4836489488209%,65.7932082837847%,3.98258879490229%,0.055531871928919%,0.78501873499518%,0.96044896677063%,0.93955439879737%
Tulare,2029,727962,197483,481620,29086,400,5617,6979,6777,27.1282017467945%,66.1600468156305%,3.9955382286438%,0.054947923105876%,0.77160621021427%,0.95870388838978%,0.93095518722131%
Tulare,2030,742969,198978,494211,29774,403,5639,7109,6855,26.7814673290541%,66.5183877120041%,4.00743503430157%,0.05424183243177%,0.7589818686917%,0.95683669170584%,0.92264953181088%
Tulare,2031,756099,200080,505481,30356,406,5660,7189,6927,26.4621431849533%,66.8538114717782%,4.01481816534607%,0.053696671996656%,0.748579220446%,0.95080141621666%,0.91614986926315%
Tulare,2032,769349,201180,516851,30948,410,5688,7273,6999,26.1493808401649%,67.1803043872157%,4.02262172304117%,0.053291809048949%,0.73932636553762%,0.94534470051953%,0.90973017447218%
Tulare,2033,782703,202281,528328,31548,413,5710,7356,7067,25.8439024764183%,67.5004439742789%,4.03064764029268%,0.052765863935618%,0.72952320356508%,0.93982008501309%,0.9028967564964%
Tulare,2034,796181,203389,539911,32155,416,5738,7438,7134,25.5455731799679%,67.8125953771818%,4.0386545270485%,0.052249425695916%,0.72069039577684%,0.9342096834765%,0.89602741085256%
Tulare,2035,809789,204508,551600,32774,418,5767,7523,7199,25.2544798706824%,68.1165093623154%,4.04722711718732%,0.051618384542146%,0.71216082214009%,0.9290074328004%,0.88899701033232%
Tulare,2036,823488,205630,563369,33402,421,5797,7606,7263,24.9706128079583%,68.4125330302324%,4.05616110981581%,0.051123999378254%,0.70395682754333%,0.92363215978861%,0.88198006528328%
Tulare,2037,837317,206762,575241,34046,425,5824,7689,7330,24.6933956912376%,68.7005041101518%,4.06608249922072%,0.050757359518558%,0.69555496902607%,0.91829020550162%,0.87541516534359%
Tulare,2038,851259,207906,587210,34695,431,5849,7772,7396,24.4233541143177%,68.9813558505696%,4.07572783371453%,0.050630889071364%,0.68709993080837%,0.91300062613141%,0.86883075538702%
Tulare,2039,865320,209064,599284,35356,435,5868,7853,7460,24.1603106365275%,69.255766652799%,4.08588730180742%,0.050270420191374%,0.67813063375399%,0.90752553968474%,0.86210881523598%
Tulare,2040,879480,210227,611441,36026,439,5887,7936,7524,23.9035566471097%,69.5230135989448%,4.09628416791741%,0.049915859371447%,0.66937281120662%,0.90235138945741%,0.85550552599263%
Tulare,2041,893744,211401,623679,36702,444,5909,8022,7587,23.6534175334324%,69.7827342057681%,4.10654505093181%,0.049678655185378%,0.66115129164503%,0.8975724592277%,0.84890080380959%
Tulare,2042,908102,212581,636001,37387,449,5930,8106,7648,23.409374717818%,70.0362954822256%,4.11704852538592%,0.049443784949268%,0.65301034465291%,0.89263100400616%,0.84219614096214%
Tulare,2043,922563,213771,648417,38076,453,5948,8189,7709,23.1714256912536%,70.284305787247%,4.12719781738483%,0.049102337726529%,0.6447256176543%,0.88763585793057%,0.83560689080312%
Tulare,2044,937134,214975,660919,38769,457,5972,8273,7769,22.9396222952107%,70.5255598452302%,4.13697507506931%,0.04876570479782%,0.63726212046516%,0.88279797766381%,0.82901698156294%
Tulare,2045,951819,216184,673530,39464,462,5991,8359,7829,22.7127216414045%,70.7624033561003%,4.14616644551117%,0.048538640224665%,0.62942639304322%,0.87821318969258%,0.82253033402359%
Tulare,2046,966599,217404,686220,40163,466,6015,8440,7891,22.4916433805539%,70.9932453892462%,4.15508395932543%,0.048210271270713%,0.62228493925609%,0.87316456979575%,0.81636749055192%
Tulare,2047,981481,218630,699006,40859,471,6035,8526,7954,22.275520361576%,71.2195141831579%,4.1629944950539%,0.047988702786911%,0.61488709409556%,0.86868721860128%,0.81040794472843%
Tulare,2048,996463,219862,711885,41559,474,6056,8610,8017,22.0642412211994%,71.4411874801172%,4.17065159469042%,0.047568248896346%,0.60774961037189%,0.86405616666148%,0.80454567806331%
Tulare,2049,1011550,221110,724861,42258,477,6075,8690,8079,21.858533933073%,71.6584449607039%,4.17754930552123%,0.047155355642331%,0.6005634916712%,0.85907765310662%,0.79867530028175%
Tulare,2050,1026755,222368,737937,42961,480,6093,8772,8144,21.657357402691%,71.8707968307922%,4.18415298683717%,0.046749224498542%,0.59342296847836%,0.85434207771085%,0.79317850899192%
Tuolumne,2000,54863,46773,4476,397,87,1157,893,1080,85.2541785903068%,8.1585039097388%,0.72362065508631%,0.15857681862093%,2.10888941545304%,1.62769079343091%,1.96853981736325%
Tuolumne,2001,55719,47377,4692,398,87,1157,896,1112,85.0284463109532%,8.4208259301136%,0.71429853371381%,0.15614063425402%,2.07649096358513%,1.60806906082306%,1.99572856655719%
Tuolumne,2002,56438,47857,4877,401,87,1157,898,1161,84.7957050214395%,8.64134094050108%,0.71051419256529%,0.15415145823736%,2.05003720897268%,1.59112654594422%,2.05712463233991%
Tuolumne,2003,57048,48239,5059,405,87,1159,900,1199,84.5586173047258%,8.86797083158042%,0.70992848127892%,0.15250315523769%,2.03162249333894%,1.5776188472865%,2.10173888655168%
Tuolumne,2004,57186,48226,5175,409,87,1158,903,1228,84.3318294687511%,9.04941768964432%,0.71521001643759%,0.15213513797083%,2.02497114678418%,1.57905781135243%,2.14737872905956%
Tuolumne,2005,57426,48280,5308,413,87,1159,906,1273,84.0734162226169%,9.24319994427611%,0.71918643123324%,0.15149932086511%,2.01824957336398%,1.57768258280222%,2.21676592484241%
Tuolumne,2006,57642,48290,5481,417,87,1160,914,1293,83.7757190937164%,9.50869157905694%,0.72343083168523%,0.15093161236598%,2.01242149821311%,1.5856493529024%,2.24315603205996%
Tuolumne,2007,57897,48326,5665,421,87,1161,923,1314,83.4689189422595%,9.78461751040641%,0.72715339309463%,0.15026685320483%,2.00528524794031%,1.59421040813859%,2.2695476449557%
Tuolumne,2008,58156,48363,5853,425,87,1161,932,1335,83.1608088589312%,10.0643097874682%,0.73079303941124%,0.14959763395007%,1.99635463236811%,1.602586147603%,2.29554990026824%
Tuolumne,2009,58435,48413,6047,429,87,1161,941,1357,82.849319756995%,10.3482501925216%,0.73414905450501%,0.14888337468983%,1.98682296568837%,1.61033627107042%,2.32223838452982%
Tuolumne,2010,58721,48463,6246,433,87,1162,950,1380,82.5309514483745%,10.6367398375368%,0.73738526251256%,0.14815823981199%,1.97884913404063%,1.61781986001601%,2.35009621770746%
Tuolumne,2011,59317,48772,6496,437,87,1164,959,1402,82.2226343206838%,10.9513292985148%,0.73671965878247%,0.14666958881939%,1.96233794696293%,1.61673719169884%,2.36357199453782%
Tuolumne,2012,59908,49070,6751,441,87,1166,968,1425,81.9089270214329%,11.2689457167657%,0.73612873072044%,0.14522267476798%,1.94631768712025%,1.6158109100621%,2.37864725913067%
Tuolumne,2013,60491,49359,7006,445,87,1168,978,1448,81.5972624026715%,11.5818882147758%,0.73564662511779%,0.14382304805674%,1.93086574862376%,1.61676943677572%,2.39374452397877%
Tuolumne,2014,61064,49633,7267,449,87,1170,987,1471,81.2802960827984%,11.9006288484213%,0.73529411764706%,0.14247347045723%,1.9160225337351%,1.61633695794576%,2.40894798899515%
Tuolumne,2015,61627,49893,7532,453,87,1172,997,1493,80.9596443117465%,12.2219157187596%,0.73506742174696%,0.14117188894478%,1.90176383727911%,1.61779739399938%,2.42263942752365%
Tuolumne,2016,62168,50135,7794,457,87,1174,1007,1514,80.6443829622957%,12.5369965255437%,0.73510487710719%,0.13994337923047%,1.88843134731695%,1.619804400978%,2.43533650752799%
Tuolumne,2017,62695,50360,8061,461,87,1176,1016,1534,80.3253847994258%,12.8574846478986%,0.73530584576122%,0.13876704681394%,1.87574766727809%,1.62054390302257%,2.44676608979982%
Tuolumne,2018,63202,50571,8326,464,87,1177,1025,1552,80.0148729470586%,13.1736337457675%,0.73415398246891%,0.13765387171292%,1.86228283915066%,1.62178412075567%,2.45561849308566%
Tuolumne,2019,63689,50761,8592,467,87,1179,1032,1571,79.7013613025797%,13.4905556689538%,0.73325063982791%,0.13660129692726%,1.85118309284178%,1.62037400493021%,2.4666739939393%
Tuolumne,2020,64161,50933,8860,471,87,1181,1040,1589,79.3831143529558%,13.8090117049298%,0.73409080282415%,0.13559639033057%,1.84068203425757%,1.62092236717009%,2.47658234753199%
Tuolumne,2021,64583,51085,9099,475,87,1183,1046,1608,79.0997630955514%,14.0888469101776%,0.73548766703312%,0.1347103726987%,1.83175138968459%,1.61962126256136%,2.48981930229317%
Tuolumne,2022,64981,51212,9342,478,87,1184,1052,1626,78.8107292901002%,14.3765100567858%,0.73559963681692%,0.13388528954618%,1.82207106692726%,1.61893476554685%,2.50226989427679%
Tuolumne,2023,65359,51322,9582,481,87,1186,1057,1644,78.5232332196025%,14.6605670221393%,0.73593537232822%,0.13311097171009%,1.8145932465307%,1.61722180571918%,2.51533836197004%
Tuolumne,2024,65714,51412,9821,484,87,1187,1062,1661,78.2359923304014%,14.9450649785434%,0.73652494141279%,0.1323918799647%,1.8063122013574%,1.61609398301732%,2.52761968530298%
Tuolumne,2025,66045,51481,10057,487,87,1186,1068,1679,77.9483685366038%,15.227496403967%,0.73737603149368%,0.13172836702248%,1.79574532515709%,1.61707926413809%,2.54220607161784%
Tuolumne,2026,66364,51533,10298,489,87,1187,1073,1697,77.6520402627931%,15.5174492194563%,0.73684527756012%,0.13109517208125%,1.78862033632692%,1.61684045566874%,2.55710927611356%
Tuolumne,2027,66666,51570,10539,491,87,1187,1076,1716,77.3557735577356%,15.8086580865809%,0.73650736507365%,0.13050130501305%,1.78051780517805%,1.6140161401614%,2.5740257402574%
Tuolumne,2028,66960,51591,10787,493,87,1188,1079,1735,77.0474910394265%,16.1096176821983%,0.73626045400239%,0.12992831541219%,1.7741935483871%,1.61140979689367%,2.59109916367981%
Tuolumne,2029,67240,51598,11037,495,87,1188,1081,1754,76.7370612730518%,16.4143367043427%,0.73616894705532%,0.12938726948245%,1.76680547293278%,1.6076740035693%,2.60856632956574%
Tuolumne,2030,67510,51596,11290,497,87,1186,1083,1771,76.4271959709673%,16.7234483780181%,0.73618723152126%,0.1288697970671%,1.75677677381129%,1.60420678418012%,2.6233150644349%
Tuolumne,2031,67787,51569,11576,496,87,1183,1085,1791,76.0750586395622%,17.0770206676796%,0.73170371900217%,0.12834319264756%,1.74517237818461%,1.60060188531724%,2.64209951760662%
Tuolumne,2032,68062,51536,11868,496,87,1180,1085,1810,75.7191972025506%,17.4370426963651%,0.72874731862126%,0.12782463048397%,1.73371337897799%,1.594134759484%,2.65934001351709%
Tuolumne,2033,68340,51497,12169,496,87,1176,1086,1829,75.3541117939713%,17.8065554580041%,0.72578285045361%,0.12730465320457%,1.7208077260755%,1.5891132572432%,2.6763242610477%
Tuolumne,2034,68614,51452,12474,496,87,1172,1086,1847,74.9876118576384%,18.1799632728015%,0.72288454251319%,0.12679628064243%,1.70810621739004%,1.58276736526073%,2.69187046375375%
Tuolumne,2035,68900,51406,12790,496,87,1171,1086,1864,74.6095791001451%,18.5631349782293%,0.71988388969521%,0.12626995645864%,1.69956458635704%,1.57619738751814%,2.70537010159652%
Tuolumne,2036,69182,51353,13111,495,87,1172,1084,1880,74.2288456534937%,18.9514613627822%,0.71550403284091%,0.12575525425689%,1.69408227573646%,1.56688155878697%,2.71746986210286%
Tuolumne,2037,69465,51294,13440,495,87,1170,1083,1896,73.8415029151371%,19.3478730295832%,0.7125890736342%,0.12524292809328%,1.68430144677176%,1.55905851867847%,2.72943208810192%
Tuolumne,2038,69747,51234,13775,496,87,1167,1079,1909,73.4569228784034%,19.7499534030138%,0.7111416978508%,0.12473654780851%,1.67319024474171%,1.54701994351012%,2.73703528467174%
Tuolumne,2039,70037,51174,14118,496,87,1165,1075,1922,73.0670931079287%,20.1579165298342%,0.70819709582078%,0.12422005511373%,1.66340648514357%,1.53490297985351%,2.74426374630552%
Tuolumne,2040,70325,51112,14466,496,87,1160,1071,1933,72.6797013864202%,20.5702097404906%,0.70529683611802%,0.12371134020619%,1.64948453608247%,1.52292925702097%,2.74866690366157%
Tuolumne,2041,70615,51052,14818,496,87,1157,1066,1939,72.2962543368973%,20.9842101536501%,0.70240033987113%,0.12320328542094%,1.63846208312681%,1.50959427883594%,2.74587552219783%
Tuolumne,2042,70905,50988,15177,497,87,1154,1057,1945,71.9103025174529%,21.4046964247937%,0.70093787462097%,0.12269938650307%,1.62752979338552%,1.49072702912348%,2.7431069741203%
Tuolumne,2043,71200,50926,15541,498,86,1151,1048,1950,71.5252808988764%,21.8272471910112%,0.69943820224719%,0.12078651685393%,1.61657303370787%,1.47191011235955%,2.73876404494382%
Tuolumne,2044,71497,50863,15903,497,84,1149,1042,1959,71.1400478341748%,22.2428913101249%,0.69513406156902%,0.11748744702575%,1.60706043610221%,1.45740380715275%,2.73997510385051%
Tuolumne,2045,71796,50805,16263,496,82,1146,1036,1968,70.7629951529333%,22.6516797593181%,0.69084628670121%,0.11421249094657%,1.5961892027411%,1.44297732464204%,2.7410997827177%
Tuolumne,2046,72089,50742,16622,497,80,1144,1030,1974,70.3879926202333%,23.0576093440053%,0.68942557116897%,0.11097393499702%,1.58692727045735%,1.4287894130866%,2.73828184605141%
Tuolumne,2047,72385,50681,16982,495,78,1143,1024,1982,70.0158872694619%,23.4606617393106%,0.68384333770809%,0.10775713200249%,1.57905643434413%,1.41465773295572%,2.73813635421703%
Tuolumne,2048,72689,50628,17344,492,76,1142,1016,1991,69.6501533932232%,23.8605566179202%,0.67685619557292%,0.10455502208037%,1.57107677915503%,1.39773555833758%,2.73906643371074%
Tuolumne,2049,72993,50577,17702,491,75,1140,1009,1999,69.2902059101558%,24.2516405682737%,0.67266724206431%,0.10274957872673%,1.56179359664625%,1.38232433247024%,2.73861877166304%
Tuolumne,2050,73291,50525,18058,489,74,1138,1004,2003,68.9375230246552%,24.6387687437748%,0.66720334010997%,0.10096737662196%,1.55271452156472%,1.36988170443847%,2.73294128883492%
Ventura,2000,758884,433052,254062,40751,1442,13681,3344,12552,57.064320765756%,33.4783708709104%,5.36985889806611%,0.19001586540235%,1.80277881731595%,0.44064705541295%,1.65400772713616%
Ventura,2001,774447,439053,261370,42217,1450,13750,3507,13100,56.6924528082619%,33.7492430082368%,5.45124456547704%,0.18723037212359%,1.77546042530993%,0.45283925174996%,1.69152956884073%
Ventura,2002,788038,443567,268570,43430,1456,13771,3633,13611,56.2875140538908%,34.0808438171763%,5.5111555534124%,0.18476266372941%,1.74750456196275%,0.46101837728637%,1.72720097254193%
Ventura,2003,799892,447055,275273,44408,1462,13760,3722,14212,55.8894200717097%,34.413770859066%,5.55174948618063%,0.18277467458107%,1.72023223135123%,0.46531281723033%,1.77673985988108%
Ventura,2004,808735,448699,281297,45005,1472,13728,3736,14798,55.481585438988%,34.7823452676093%,5.56486364507533%,0.18201264938453%,1.69746579534705%,0.4619560177314%,1.82977118586434%
Ventura,2005,813633,447514,286645,45146,1480,13672,3737,15439,55.0019480527461%,35.230257376483%,5.54869332979365%,0.18190019333041%,1.68036448865766%,0.45929798815928%,1.89753857082985%
Ventura,2006,820242,447977,292211,45468,1503,13672,3763,15648,54.6152233121445%,35.6249740930116%,5.54324211635103%,0.18323860519213%,1.66682515647821%,0.45876704679838%,1.90772967002421%
Ventura,2007,828983,449371,298696,46052,1527,13682,3811,15844,54.2075048583626%,36.0316194662617%,5.55524057791294%,0.1842016060643%,1.65045604071495%,0.45971992188018%,1.91125752880337%
Ventura,2008,837840,450828,305234,46628,1551,13691,3860,16048,53.8083643655113%,36.4310608230688%,5.56526305738566%,0.18511887711258%,1.63408287978612%,0.46070848849422%,1.91540150864127%
Ventura,2009,846802,452335,311827,47195,1575,13704,3906,16260,53.4168554160241%,36.8240745770558%,5.57332174463452%,0.18599389231485%,1.6183240001795%,0.46126485294083%,1.92016551685046%
Ventura,2010,855876,453905,318479,47747,1601,13710,3954,16480,53.0339675373536%,37.2108810154742%,5.57872869434357%,0.18705980772916%,1.60186756025406%,0.46198281059406%,1.92551257425141%
Ventura,2011,865428,454753,326229,48343,1627,13754,4012,16710,52.5466012192811%,37.695683523066%,5.58602217631045%,0.1879994638491%,1.58927143563647%,0.46358564779508%,1.93083653406176%
Ventura,2012,875149,455667,334085,48929,1652,13800,4066,16950,52.067362243458%,38.1746422609179%,5.59093365815421%,0.18876785553089%,1.57687433796988%,0.46460659841924%,1.93681304554996%
Ventura,2013,885041,456645,342038,49520,1675,13845,4120,17198,51.5959147655306%,38.6465711757986%,5.59522101235988%,0.18925676889545%,1.56433430767614%,0.46551515692493%,1.94318681281432%
Ventura,2014,895059,457667,350073,50107,1698,13888,4173,17453,51.1326069007741%,39.1117233612533%,5.59817844410257%,0.18970816448972%,1.55162955738113%,0.46622624877243%,1.94992732322674%
Ventura,2015,905168,458713,358181,50684,1720,13929,4222,17719,50.677111873155%,39.5706653350538%,5.59940254184858%,0.19001997419264%,1.53883036077281%,0.46643275060541%,1.9575371643717%
Ventura,2016,915383,459774,366373,51266,1742,13967,4270,17991,50.2275004014713%,40.0240118070797%,5.60049727818848%,0.19030285683697%,1.52580941529393%,0.46647141142014%,1.96540682970953%
Ventura,2017,925643,460810,374640,51839,1763,14001,4317,18273,49.7826915992451%,40.4734870787118%,5.60032323476762%,0.19046219762911%,1.51257018094449%,0.46637850661648%,1.97408720208547%
Ventura,2018,935910,461783,382979,52409,1782,14032,4360,18565,49.3405348804906%,40.9204944919917%,5.59979057815388%,0.19040292335802%,1.49928946159353%,0.46585675973117%,1.98363090468101%
Ventura,2019,946176,462701,391382,52973,1801,14056,4399,18864,48.902212696158%,41.3646086985931%,5.59864126758658%,0.1903451366342%,1.48555871212121%,0.46492407332251%,1.99370941558442%
Ventura,2020,956392,463526,399846,53525,1819,14074,4435,19167,48.4661101305741%,41.8077524696986%,5.59655455085362%,0.19019397903788%,1.47157232599185%,0.46372198847335%,2.0040945553706%
Ventura,2021,966141,462784,409475,54025,1835,14090,4453,19479,47.9002547247244%,42.3825300861882%,5.59183390416099%,0.18993086930376%,1.45837926348225%,0.46090580981451%,2.01616534232581%
Ventura,2022,975831,461893,419214,54514,1851,14101,4466,19792,47.3332984912346%,42.9596928156617%,5.5864181400263%,0.18968448430107%,1.44502480449996%,0.45766121387822%,2.02822005039807%
Ventura,2023,985435,460836,429071,54992,1865,14096,4472,20103,46.7647282672119%,43.5412787246242%,5.58047968663585%,0.18925652123174%,1.43043427521856%,0.4538097388463%,2.04001278623146%
Ventura,2024,994948,459599,439045,55456,1877,14085,4475,20411,46.193268391916%,44.1274317853797%,5.57375862859164%,0.1886530753366%,1.41565187326373%,0.44977224940399%,2.05146399610834%
Ventura,2025,1004354,458155,449140,55903,1889,14066,4477,20724,45.6168840866866%,44.7192922017536%,5.56606535145974%,0.18808109491275%,1.40050221336302%,0.44575916459734%,2.06341588722701%
Ventura,2026,1013648,456533,459324,56341,1898,14050,4475,21027,45.0386130096444%,45.3139551402459%,5.5582411251243%,0.18724448723817%,1.38608274272726%,0.44147475257683%,2.07438874244314%
Ventura,2027,1022822,454712,469612,56765,1910,14028,4472,21323,44.4566112187653%,45.9133651798651%,5.54984151690128%,0.18673825944299%,1.37149963532267%,0.43722172577438%,2.08472246392823%
Ventura,2028,1031897,452717,480003,57169,1923,14001,4468,21616,43.8723050847129%,46.5165612459383%,5.5401847277393%,0.18635580876774%,1.3568214657083%,0.43298895141666%,2.09478271571678%
Ventura,2029,1040883,450548,490497,57565,1933,13975,4460,21905,43.2851723008254%,47.1231636985137%,5.53040063100272%,0.18570771162561%,1.34261007240968%,0.42848235584595%,2.10446322977703%
Ventura,2030,1049758,448196,501082,57947,1942,13944,4453,22194,42.6951735542858%,47.7330965803547%,5.52003414120207%,0.18499501789936%,1.32830614293961%,0.42419300448294%,2.11420155883546%
Ventura,2031,1058386,445269,512051,58294,1952,13907,4437,22476,42.0705678268609%,48.3803640637726%,5.507820398229%,0.18443176686011%,1.31398185539113%,0.41922323235568%,2.1236108565306%
Ventura,2032,1066953,442211,523105,58633,1962,13870,4420,22752,41.4461555476202%,49.0279328142852%,5.49536858699493%,0.18388813752808%,1.29996354103695%,0.41426379606224%,2.13242757647244%
Ventura,2033,1075488,439054,534257,58947,1969,13834,4405,23022,40.8237004968907%,49.6757750900056%,5.48095376238508%,0.18307968103782%,1.28629980064864%,0.40958151090482%,2.14060965812729%
Ventura,2034,1084019,435812,545501,59251,1977,13799,4391,23288,40.20335436925%,50.3220884504792%,5.46586360571171%,0.18237687715806%,1.27294816788267%,0.40506670086041%,2.14830182865798%
Ventura,2035,1092557,432504,556833,59546,1988,13760,4378,23548,39.5864014417554%,50.9660365546146%,5.45015042693425%,0.18195846990134%,1.25943085806965%,0.40071135876664%,2.15531088995814%
Ventura,2036,1101071,429129,568244,59827,1997,13718,4364,23792,38.9737809823345%,51.6082977392012%,5.43352790147048%,0.1813688672211%,1.24587787708513%,0.39634138034695%,2.16080525234068%
Ventura,2037,1109625,425736,579731,60101,2004,13674,4349,24030,38.3675566069618%,52.2456685817281%,5.41633434718937%,0.18060155457925%,1.23230821223386%,0.39193421200856%,2.16559648529909%
Ventura,2038,1118232,422345,591301,60367,2010,13631,4326,24252,37.7689960580631%,52.8782041651464%,5.39843252562974%,0.17974803082008%,1.21897781497936%,0.3868606872277%,2.16878071813362%
Ventura,2039,1126913,418975,602948,60620,2013,13588,4309,24460,37.1790013958487%,53.5043965239553%,5.37929724832352%,0.1786295836502%,1.20577187413758%,0.38237201984537%,2.17053135423941%
Ventura,2040,1135684,415640,614669,60862,2011,13549,4291,24662,36.5982086566334%,54.1232420285925%,5.35906114729097%,0.17707390436072%,1.19302552470582%,0.37783397494373%,2.17155476347294%
Ventura,2041,1144535,412332,626455,61095,2010,13512,4275,24856,36.0261590951784%,54.734455477552%,5.33797568444827%,0.1756171720393%,1.18056678039553%,0.3735141345612%,2.17171165582529%
Ventura,2042,1153502,409082,638306,61329,2011,13476,4256,25042,35.4643511671414%,55.3363583244762%,5.31676581401679%,0.17433866607947%,1.16826845553801%,0.36896338281165%,2.17095418993638%
Ventura,2043,1162576,405889,650226,61556,2008,13434,4240,25223,34.9129003179147%,55.9297628714166%,5.29479363069597%,0.17271989100067%,1.15553735841786%,0.36470733956318%,2.16957859099104%
Ventura,2044,1171763,402758,662218,61775,2004,13389,4221,25398,34.371967710194%,56.5146706287876%,5.27197052646312%,0.17102434536677%,1.14263720564653%,0.36022642804048%,2.16750315550158%
Ventura,2045,1181100,399709,674276,61998,2002,13345,4206,25564,33.8420963508594%,57.0888155109644%,5.249174498349%,0.16950300567268%,1.12987892642452%,0.35610871221742%,2.16442299551266%
Ventura,2046,1190551,396718,686406,62211,1996,13303,4190,25727,33.3222180318189%,57.6544809924144%,5.22539563613822%,0.16765346465628%,1.11738178372871%,0.35193788422336%,2.16093220702011%
Ventura,2047,1200136,393798,698607,62418,1991,13260,4178,25884,32.8127812181286%,58.2106527926835%,5.20091056346947%,0.16589786490864%,1.10487478085817%,0.34812721224928%,2.15675556770233%
