COUNTY,YEAR,TOTAL,WHITE,HISPANIC,ASIAN,PACIFIC_ISLANDER,BLACK,AMERICAN_INDIAN,MULTIRACE,WHITE_%,HISPANIC_%,ASIAN_%,PACIFIC_ISLANDER_%,BLACK_%,AMERICAN_INDIAN_%,MULTIRACE_%
Colusa,2028,33522,13182,18688,460,104,140,495,453,39.3234293896546%,55.7484636954836%,1.37223316031263%,0.31024401885329%,0.41763617922558%,1.47664220511903%,1.35135135135135%
Colusa,2029,34006,13306,19030,464,104,141,500,461,39.1283891078045%,55.9607128153855%,1.36446509439511%,0.30582838322649%,0.41463271187438%,1.47032876551197%,1.35564312180203%
Colusa,2030,34488,13426,19375,467,104,142,505,469,38.9294827186268%,56.1789607979587%,1.35409417768499%,0.30155416376711%,0.41173741591278%,1.46427742983067%,1.35989329621897%
Colusa,2031,34851,13480,19669,469,104,144,509,476,38.6789475194399%,56.4374049525121%,1.34572896043155%,0.2984132449571%,0.4131875699406%,1.46050328541505%,1.36581446730366%
Colusa,2032,35213,13537,19960,471,104,143,514,484,38.4431885951211%,56.6836111663306%,1.33757419134979%,0.29534546900293%,0.40610001987902%,1.45968818334138%,1.37449237497515%
Colusa,2033,35578,13595,20252,473,104,144,519,491,38.2118162909663%,56.9228174714711%,1.32947326999831%,0.29231547585587%,0.4047445050312%,1.45876665354995%,1.38006633312721%
Colusa,2034,35944,13652,20544,475,104,146,524,499,37.9813042510572%,57.1555753394169%,1.32150011128422%,0.28933897173381%,0.40618740262631%,1.4578232806588%,1.38827064322279%
Colusa,2035,36307,13707,20839,476,104,147,528,506,37.7530503759606%,57.3966452750158%,1.31104194783375%,0.28644613986284%,0.40488060153689%,1.45426501776517%,1.39367064202495%
Colusa,2036,36666,13759,21132,477,104,149,532,513,37.5252277314133%,57.6337751595484%,1.30093274423171%,0.28364152075492%,0.40637102492773%,1.45093547155403%,1.39911634756996%
Colusa,2037,37029,13811,21431,477,104,151,535,520,37.2977936212158%,57.8762591482352%,1.28817953495909%,0.28086094682546%,0.40778849010235%,1.44481352453482%,1.40430473412731%
Colusa,2038,37394,13863,21730,478,104,153,539,527,37.0727924265925%,58.1109268866663%,1.27827993795796%,0.27811948440926%,0.40915654917901%,1.44140771246724%,1.40931700272771%
Colusa,2039,37763,13916,22031,480,104,155,543,534,36.8508857876758%,58.340174244631%,1.27108545401584%,0.2754018483701%,0.41045467785928%,1.43791541985541%,1.41408256759262%
Colusa,2040,38131,13965,22335,482,104,157,547,541,36.6237444598883%,58.57438829299%,1.26406336052031%,0.27274396160604%,0.41173848050143%,1.43452833652409%,1.41879310796989%
Colusa,2041,38487,14012,22629,484,104,159,551,548,36.4070985007925%,58.7964767324032%,1.25756749032141%,0.27022111362278%,0.41312651025021%,1.43165224621301%,1.42385740639697%
Colusa,2042,38844,14062,22921,485,104,162,555,555,36.2012151168778%,59.0078261765009%,1.24858407990938%,0.26773761713521%,0.41705282669138%,1.42879209144269%,1.42879209144269%
Colusa,2043,39202,14113,23214,487,103,164,559,562,36.000714249273%,59.2163665119126%,1.24228355696138%,0.2627416968522%,0.41834600275496%,1.42594765573185%,1.43360032651395%
Colusa,2044,39559,14167,23506,489,101,165,563,568,35.8123309487095%,59.420106676104%,1.23612831466923%,0.25531484617912%,0.41709851108471%,1.42319067721631%,1.43583002603706%
Colusa,2045,39914,14220,23796,491,100,167,566,574,35.6265971839455%,59.6181790850328%,1.23014481134439%,0.25053865811495%,0.41839955905196%,1.4180488049306%,1.4380918975798%
Colusa,2046,40270,14273,24086,492,98,169,570,582,35.443258008443%,59.8112739011671%,1.22175316612863%,0.24335733796871%,0.4196672460889%,1.41544574124659%,1.44524459895704%
Colusa,2047,40622,14325,24372,494,97,171,573,590,35.2641425828369%,59.9970459356999%,1.21608980355472%,0.23878686426075%,0.42095416276894%,1.41056570331348%,1.45241494756536%
Colusa,2048,40963,14373,24654,495,95,173,576,597,35.0877621267974%,60.1860215316261%,1.20840758733491%,0.23191660767034%,0.42233234870493%,1.40614701071699%,1.45741278714938%
Colusa,2049,41313,14425,24939,497,94,175,580,603,34.9163701498318%,60.3659864933556%,1.20301115871517%,0.22753128555176%,0.42359547842084%,1.4039164427662%,1.45958899135865%
Colusa,2050,41662,14477,25225,498,94,177,581,610,34.7486918534876%,60.5467812394988%,1.19533387739427%,0.22562527003024%,0.42484758292929%,1.39455619029331%,1.46416398636647%
Contra Costa,2000,956497,561414,169083,105643,3392,88567,3768,24630,58.6947998791423%,17.6773162905895%,11.0447811127479%,0.3546273537711%,9.25951675750159%,0.39393746138252%,2.57502114486506%
Contra Costa,2001,977484,562933,182052,110712,3691,88777,3974,25345,57.5899963579966%,18.6245503762721%,11.3262211964595%,0.37760208862754%,9.08219469576996%,0.40655396916983%,2.5928813157044%
Contra Costa,2002,989288,563842,190439,113558,3844,88524,4083,24998,56.9947275212072%,19.2501071477669%,11.4787604822862%,0.38856227913408%,8.94825369356547%,0.41272106808129%,2.52686780795886%
Contra Costa,2003,1002712,564992,199676,116727,4030,88270,4207,24810,56.3463885941327%,19.9135943321712%,11.6411292574538%,0.40191002002569%,8.80312592249819%,0.4195621474561%,2.47428972626238%
Contra Costa,2004,1014992,566009,208446,119690,4206,87876,4316,24449,55.7648730236297%,20.5367135898608%,11.7922111701373%,0.4143875025616%,8.65780222898308%,0.42522502640415%,2.40878745842332%
Contra Costa,2005,1024242,565233,216504,122239,4350,87484,4415,24017,55.1854932720978%,21.137973252415%,11.9345818663949%,0.42470431792487%,8.54134081593998%,0.4310504743996%,2.34485600082793%
Contra Costa,2006,1031997,564901,223701,124786,4521,87175,4520,22393,54.738628116167%,21.6765165015015%,12.0917018169626%,0.43808266884497%,8.44721447833666%,0.43798576933848%,2.16987064884879%
Contra Costa,2007,1042804,564421,231330,127914,4727,87302,4654,22456,54.1253198108178%,22.1834592118941%,12.2663511072071%,0.45329707212477%,8.37185127790074%,0.44629671539426%,2.15342480466128%
Contra Costa,2008,1053710,563942,239054,131032,4935,87435,4784,22528,53.5196591092426%,22.6868872839776%,12.435300035114%,0.46834518036272%,8.29782387943552%,0.45401486177411%,2.13796965009348%
Contra Costa,2009,1064755,563490,246883,134137,5144,87580,4915,22606,52.9220337072848%,23.1868364083756%,12.5979215875953%,0.48311583415903%,8.22536639884293%,0.46160853905359%,2.12311752468878%
Contra Costa,2010,1075931,563060,254818,137229,5356,87727,5045,22696,52.3323521675646%,23.683488996971%,12.7544424317173%,0.49780143893986%,8.15358977480898%,0.46889623962875%,2.10942895036949%
Contra Costa,2011,1091011,562911,265071,141250,5646,88077,5208,22848,51.5953551339079%,24.2959053575079%,12.9467072284331%,0.51750165672023%,8.0729708499731%,0.47735540704906%,2.09420436640877%
Contra Costa,2012,1106378,562847,275504,145281,5936,88431,5370,23009,50.8729385436081%,24.9014351333812%,13.1312263982111%,0.53652549128779%,7.99283789084743%,0.48536756876944%,2.079668973895%
Contra Costa,2013,1122018,562869,286107,149319,6228,88779,5530,23186,50.1657727416138%,25.4993235402641%,13.3080752715197%,0.55507130901643%,7.91243990738116%,0.49286196834632%,2.06645526185854%
Contra Costa,2014,1137925,562986,296880,153357,6522,89120,5685,23375,49.474789639036%,26.0895928993563%,13.4768987411297%,0.57314849396929%,7.83179910802557%,0.49959355845069%,2.05417756003252%
Contra Costa,2015,1154075,563179,307812,157401,6819,89447,5841,23576,48.7991681649806%,26.6717501028963%,13.638714988194%,0.59086281220891%,7.75053614366484%,0.50611961960878%,2.04284816844659%
Contra Costa,2016,1170490,563457,318916,161456,7114,89761,5989,23797,48.1385573563208%,27.2463669061675%,13.7938811950551%,0.60777964783979%,7.66866867722065%,0.51166605438748%,2.03308016300865%
Contra Costa,2017,1187086,563773,330175,165507,7409,90057,6134,24031,47.4921783257489%,27.8139073327459%,13.9422923023269%,0.62413338208015%,7.58639222432073%,0.51672751595082%,2.02436891682658%
Contra Costa,2018,1203814,564092,341581,169550,7708,90325,6279,24279,46.858733990467%,28.3748984477668%,14.0844017431264%,0.64029825205555%,7.50323554967794%,0.52159220610493%,2.01683981080134%
Contra Costa,2019,1220644,564403,353139,173578,8006,90565,6418,24535,46.2381333132347%,28.9305481368851%,14.2201985181593%,0.65588328783822%,7.41944416226189%,0.52578802664823%,2.01000455497262%
Contra Costa,2020,1237544,564682,364825,177600,8306,90765,6554,24812,45.6292463136664%,29.4797599115668%,14.3510048935634%,0.67116805543884%,7.33428467997906%,0.52959733148882%,2.0049388142967%
Contra Costa,2021,1256210,564811,377897,182008,8621,91017,6708,25148,44.9615112122973%,30.0823110785617%,14.4886603354535%,0.68627060762134%,7.24536502654811%,0.53398715182971%,2.00189458768836%
Contra Costa,2022,1274925,564851,391135,186408,8935,91237,6860,25499,44.3046453712964%,30.6790595525227%,14.6210953585505%,0.70082553875718%,7.15626409396631%,0.53807086691374%,2.00003921799322%
Contra Costa,2023,1293626,564783,404522,190778,9251,91421,7010,25861,43.6589091437556%,31.270398090329%,14.7475390878044%,0.7151216812278%,7.06703483077798%,0.54188768624007%,1.99910947986512%
Contra Costa,2024,1312301,564578,418059,195136,9568,91567,7157,26236,43.0219896197595%,31.8569444052851%,14.8697593006482%,0.72910102179302%,6.97759126907623%,0.54537792777724%,1.99923645566071%
Contra Costa,2025,1330908,564199,431745,199473,9883,91676,7305,26627,42.3920361136908%,32.4398831474452%,14.987737694867%,0.74257574528067%,6.88822968980576%,0.5488734007159%,2.00066420819471%
Contra Costa,2026,1349446,563650,445569,203799,10198,91758,7454,27018,41.7689926088187%,33.0186609912512%,15.1024198078323%,0.7557175314907%,6.7996792757917%,0.55237482641025%,2.00215495840515%
Contra Costa,2027,1367913,562931,459535,208099,10511,91819,7603,27415,41.152544057992%,33.5938762187361%,15.212882690639%,0.76839682055803%,6.71234208608296%,0.55581020137977%,2.00414792461216%
Contra Costa,2028,1386305,562055,473632,212375,10824,91853,7752,27814,40.5433869170204%,34.1650646863425%,15.3195003985414%,0.78078056416157%,6.62574253140543%,0.55918430648378%,2.00634059604488%
Contra Costa,2029,1404630,561010,487863,216627,11145,91871,7900,28214,39.9400553882517%,34.7324918305888%,15.4223532175733%,0.79344738472053%,6.5405836412436%,0.56242569217516%,2.00864284544684%
Contra Costa,2030,1422840,559773,502219,220855,11464,91863,8049,28617,39.3419499030109%,35.2969413286104%,15.5221247645554%,0.80571251862472%,6.45631272665936%,0.56569958674201%,2.01125917179725%
Contra Costa,2031,1441362,558601,516722,225163,11786,91855,8202,29033,38.7550802643611%,35.849564509124%,15.6215440673474%,0.81769881542597%,6.37279184549058%,0.56904511149871%,2.01427538675225%
Contra Costa,2032,1459833,557293,531353,229459,12108,91832,8355,29433,38.1751200308528%,36.3982044521531%,15.7181677630249%,0.82940993935608%,6.29058255293585%,0.57232573862901%,2.01618952304818%
Contra Costa,2033,1478304,555874,546123,233750,12429,91801,8508,29819,37.6021440786198%,36.9425368530424%,15.8120386605191%,0.84076076368595%,6.20988646448904%,0.57552438470031%,2.01710879494339%
Contra Costa,2034,1496770,554351,561023,238030,12749,91765,8661,30191,37.0364852315319%,37.4822451011177%,15.9029109348798%,0.85176747262438%,6.13086847010563%,0.57864601775824%,2.01707677198234%
Contra Costa,2035,1515284,552742,576062,242310,13075,91729,8817,30549,36.4777823827085%,38.0167678138224%,15.9910617415613%,0.86287455024933%,6.05358467455606%,0.58187112118916%,2.01605771591332%
Contra Costa,2036,1533856,551078,591234,246588,13406,91686,8974,30890,35.9276229320093%,38.5456001084848%,16.0763461498341%,0.87400642563578%,5.97748419669122%,0.58506143992656%,2.01387874741827%
Contra Costa,2037,1552499,549371,606543,250865,13739,91641,9128,31212,35.3862385740667%,39.0688174356312%,16.1587865757079%,0.88496031237379%,5.90280573449645%,0.58795529014834%,2.01043607757557%
Contra Costa,2038,1571266,547656,621990,255144,14077,91595,9283,31521,34.8544422141127%,39.5852770950304%,16.2381162705742%,0.8959017760201%,5.82937580269668%,0.59079748432156%,2.00608935724441%
Contra Costa,2039,1590161,545945,637576,259423,14417,91548,9439,31813,34.3326870675359%,40.0950595568625%,16.3142600026035%,0.90663775554802%,5.75715289206565%,0.59358769332162%,2.00061503206279%
Contra Costa,2040,1609257,544294,653300,263705,14764,91504,9596,32094,33.8226896014745%,40.5963746002037%,16.3867548812899%,0.91744202448708%,5.68610234412527%,0.5963000316295%,1.99433651679005%
Contra Costa,2041,1628525,542698,669164,267988,15113,91460,9749,32353,33.3245114444052%,41.0901889746857%,16.4558726454921%,0.9280176847147%,5.61612502110806%,0.59863987350517%,1.9866443560891%
Contra Costa,2042,1647976,541175,685159,272263,15462,91413,9904,32600,32.8387670694233%,41.5757875114686%,16.5210537046656%,0.93824181905562%,5.5469861211571%,0.60097962591688%,1.97818414831284%
Contra Costa,2043,1667633,539740,701288,276537,15813,91363,10057,32835,32.3656344051719%,42.0528977298962%,16.582605405386%,0.94823021612069%,5.4786035056874%,0.60307033981697%,1.96895839792089%
Contra Costa,2044,1687521,538411,717550,280813,16167,91311,10209,33060,31.9054399915616%,42.5209523318525%,16.640563287805%,0.95803252226195%,5.41095488589475%,0.60497024925912%,1.95908673136512%
Contra Costa,2045,1707665,537207,733939,285101,16526,91259,10363,33270,31.458570621287%,42.9790971882658%,16.6953705791241%,0.96775421408766%,5.34408095264586%,0.60685204650795%,1.94827439808159%
Contra Costa,2046,1728048,536133,750458,289379,16884,91194,10511,33489,31.0253534624038%,43.428076071961%,16.7460047406091%,0.97705619288353%,5.27728396433432%,0.60825856689166%,1.93796700091664%
Contra Costa,2047,1748701,535189,767105,293658,17241,91131,10665,33712,30.6049461857688%,43.8671333750024%,16.7929222891735%,0.98593184312241%,5.21135402793273%,0.60988127758834%,1.92783100141191%
Contra Costa,2048,1769614,534367,783885,297938,17602,91066,10816,33940,30.1968112820084%,44.2969483740522%,16.8363270182085%,0.99468019579411%,5.14609400694163%,0.61120673774055%,1.91793238525464%
Contra Costa,2049,1790794,533673,800792,302228,17963,91002,10968,34168,29.8009151247994%,44.7171478126462%,16.8767596943032%,1.00307461383051%,5.0816565166066%,0.61246575541352%,1.90798048240054%
Contra Costa,2050,1812242,533120,817824,306521,18328,90928,11118,34403,29.4177046994827%,45.1277478394166%,16.9139110560289%,1.01134395958156%,5.01743144679353%,0.6134942242813%,1.89836677441534%
Del Norte,2000,27680,19456,3847,656,18,1198,1631,874,70.2890173410405%,13.8981213872832%,2.36994219653179%,0.065028901734104%,4.32803468208092%,5.89234104046243%,3.15751445086705%
Del Norte,2001,27768,19453,3944,666,18,1198,1643,846,70.0554595217517%,14.203399596658%,2.39844425237684%,0.064822817631806%,4.31431864016134%,5.91688274272544%,3.0466724286949%
Del Norte,2002,28085,19607,4072,672,18,1201,1684,831,69.8130674737404%,14.498842798647%,2.39273633612248%,0.064091151860424%,4.27630407690938%,5.99608331849742%,2.9588748442229%
Del Norte,2003,28393,19745,4202,674,18,1204,1734,816,69.5417884689888%,14.7994223928433%,2.37382453421618%,0.063395907441975%,4.24048180889656%,6.10713908357694%,2.87394780403621%
Del Norte,2004,29162,20116,4390,684,18,1249,1862,843,68.9801796858926%,15.0538371853782%,2.34551814004526%,0.061724161580138%,4.28297098964406%,6.38502160345655%,2.89074823400315%
Del Norte,2005,29342,20129,4488,688,18,1249,1874,896,68.6013223365824%,15.2954808806489%,2.34476177493013%,0.061345511553405%,4.25669688501125%,6.38674936950446%,3.05364324176948%
Del Norte,2006,29662,20242,4630,700,18,1249,1906,917,68.2421954015238%,15.6091969523296%,2.3599217854494%,0.060683703054413%,4.21077472860899%,6.42572989009507%,3.09149753893871%
Del Norte,2007,29970,20371,4743,712,18,1249,1938,939,67.9713046379713%,15.8258258258258%,2.37570904237571%,0.06006006006006%,4.1675008341675%,6.46646646646647%,3.13313313313313%
Del Norte,2008,30297,20512,4859,724,18,1249,1972,963,67.7030729115094%,16.0378915404165%,2.38967554543354%,0.059411822952768%,4.12252038155593%,6.50889527015876%,3.17853252797307%
Del Norte,2009,30636,20659,4978,737,18,1249,2007,988,67.433738085912%,16.2488575532054%,2.40566653610132%,0.058754406580494%,4.07690298994647%,6.55111633372503%,3.22496409452931%
Del Norte,2010,30983,20809,5099,751,18,1249,2043,1014,67.1626375754446%,16.4574121292322%,2.42390988606655%,0.058096375431688%,4.0312429396766%,6.59393861149663%,3.27276248265178%
Del Norte,2011,31490,21012,5264,765,18,1293,2097,1041,66.7259447443633%,16.7164179104478%,2.42934264845983%,0.057161003493172%,4.10606541759289%,6.65925690695459%,3.30581136868847%
Del Norte,2012,32005,21219,5431,780,18,1337,2153,1067,66.2990157787846%,16.9692235588189%,2.43711920012498%,0.056241212310576%,4.17747226995782%,6.72707389470395%,3.33385408529917%
Del Norte,2013,32517,21422,5602,795,18,1383,2207,1090,65.8793861672356%,17.2279115539564%,2.44487498846757%,0.055355660116247%,4.2531598855983%,6.78721899314205%,3.35209275148384%
Del Norte,2014,33029,21619,5777,811,18,1429,2262,1113,65.4546005025886%,17.4906899996972%,2.45541796602985%,0.054497562747888%,4.32650095370735%,6.84852705198462%,3.36976596324442%
Del Norte,2015,33541,21817,5954,826,18,1475,2316,1135,65.0457648847679%,17.7514087236516%,2.46265764288483%,0.053665662920008%,4.39760293372291%,6.90498196237441%,3.3839181896783%
Del Norte,2016,34050,22011,6133,842,18,1521,2370,1155,64.6431718061674%,18.0117474302496%,2.47283406754772%,0.052863436123348%,4.46696035242291%,6.96035242290749%,3.3920704845815%
Del Norte,2017,34565,22206,6314,858,18,1567,2426,1176,64.2441776363373%,18.2670331259945%,2.4822797627658%,0.052075799218863%,4.53348763199769%,7.01866049472009%,3.40228554896572%
Del Norte,2018,35077,22396,6496,874,18,1615,2480,1198,63.8481055962596%,18.5192576332069%,2.49166120249736%,0.051315676939305%,4.60415656983208%,7.07015993385979%,3.41534338740485%
Del Norte,2019,35579,22576,6679,890,18,1663,2534,1219,63.4531605722477%,18.7723095084179%,2.50147558953315%,0.050591641136626%,4.67410551167824%,7.12217881334495%,3.42617836364147%
Del Norte,2020,36077,22752,6862,906,18,1711,2587,1241,63.0651107353716%,19.0204285278709%,2.51129528508468%,0.049893283809629%,4.74263381101533%,7.17077362308396%,3.43986473376389%
Del Norte,2021,36710,22981,7052,922,18,1764,2707,1266,62.6014709888314%,19.2100245164805%,2.51157722691365%,0.049032961046036%,4.80523018251158%,7.3740125306456%,3.44865159357123%
Del Norte,2022,37340,23201,7243,936,18,1817,2830,1295,62.1344402785217%,19.3974290305303%,2.50669523299411%,0.048205677557579%,4.86609534011784%,7.57900374933048%,3.46813069094804%
Del Norte,2023,37976,23420,7436,950,18,1871,2952,1329,61.6705287550032%,19.5807878660206%,2.50157994522857%,0.047398356856962%,4.92679587107647%,7.77333052454182%,3.49957868127238%
Del Norte,2024,38601,23627,7631,964,18,1926,3070,1365,61.2082588533976%,19.7689179036813%,2.4973446283775%,0.046630916297505%,4.98950804383306%,7.95316183518562%,3.53617781922748%
Del Norte,2025,39233,23834,7823,977,18,1982,3193,1406,60.7498789284531%,19.9398465577448%,2.49025055438024%,0.045879744092983%,5.05186959957179%,8.13855682716081%,3.58371778859634%
Del Norte,2026,39869,24042,8018,991,18,2039,3316,1445,60.3024906569014%,20.1108630765758%,2.48564047254759%,0.045147859239008%,5.11424916601871%,8.31723895758609%,3.62436981113146%
Del Norte,2027,40502,24248,8212,1005,18,2096,3439,1484,59.8686484618044%,20.2755419485458%,2.48135894523727%,0.044442249765444%,5.17505308379833%,8.4909387190756%,3.66401659177325%
Del Norte,2028,41144,24460,8411,1016,18,2155,3563,1521,59.4497375072915%,20.4428349212522%,2.46937585067081%,0.043748784755979%,5.23770173050749%,8.65982889364184%,3.69677231188023%
Del Norte,2029,41778,24666,8607,1026,18,2213,3690,1558,59.040643400833%,20.6017521183398%,2.4558380008617%,0.0430848772081%,5.29704629230696%,8.83239982766049%,3.72923548278999%
Del Norte,2030,42420,24873,8809,1036,18,2272,3818,1594,58.6350777934936%,20.7661480433758%,2.44224422442244%,0.042432814710042%,5.35596416784536%,9.000471475719%,3.75766148043376%
Del Norte,2031,43055,25092,9014,1045,18,2332,3924,1630,58.2789455347811%,20.9360120775752%,2.42712809197538%,0.041806991057949%,5.41632795261874%,9.11392405063291%,3.78585530135873%
Del Norte,2032,43699,25311,9228,1054,18,2394,4029,1665,57.9212338955125%,21.1171880363395%,2.41195450696812%,0.041190873933042%,5.47838623309458%,9.21989061534589%,3.81015583880638%
Del Norte,2033,44340,25529,9446,1064,18,2455,4127,1701,57.575552548489%,21.3035633739287%,2.39963915200722%,0.040595399188092%,5.53676138926477%,9.30762291384754%,3.8362652232747%
Del Norte,2034,44987,25747,9666,1073,18,2518,4228,1737,57.2320892702336%,21.4862071265032%,2.3851334830062%,0.040011558894792%,5.59717251650477%,9.39827061150999%,3.86111543334741%
Del Norte,2035,45656,25973,9896,1082,18,2583,4331,1773,56.888470299632%,21.6751357981426%,2.36989661818819%,0.0394252672157%,5.65752584545295%,9.48615735062204%,3.88338882074645%
Del Norte,2036,46320,26198,10125,1090,18,2648,4432,1809,56.5587219343696%,21.8588082901554%,2.35319516407599%,0.038860103626943%,5.7167530224525%,9.56822107081174%,3.90544041450777%
Del Norte,2037,46990,26422,10358,1099,18,2713,4535,1845,56.2289848904022%,22.0429878697595%,2.33879548840179%,0.038306022557991%,5.77356884443499%,9.65098957224942%,3.92636731219408%
Del Norte,2038,47665,26644,10596,1109,18,2779,4638,1881,55.8984579880415%,22.2301479072695%,2.3266547781391%,0.03776355816637%,5.83027378579671%,9.7304101542012%,3.94629182838561%
Del Norte,2039,48343,26872,10833,1118,18,2845,4743,1914,55.5861241544794%,22.4086217239311%,2.31264092009184%,0.03723393252384%,5.88502989057361%,9.81114122003186%,3.95920815836833%
Del Norte,2040,49029,27101,11075,1128,18,2912,4847,1948,55.2754492239287%,22.5886720104428%,2.30067918986722%,0.036712965795754%,5.93934202206857%,9.88598584511208%,3.97315874278488%
Del Norte,2041,49727,27333,11321,1138,18,2980,4954,1983,54.9661149878336%,22.7663040199489%,2.28849518370302%,0.036197639109538%,5.99272025257908%,9.96239467492509%,3.98777324190078%
Del Norte,2042,50429,27570,11568,1149,17,3048,5061,2016,54.670923476571%,22.9391818199845%,2.2784508913522%,0.033710761664915%,6.04414126792124%,10.0358920462432%,3.99769973626286%
Del Norte,2043,51148,27809,11823,1161,17,3117,5170,2051,54.3696723234535%,23.1152733244702%,2.26988347540471%,0.033236881207476%,6.09407992492375%,10.1079221083913%,4.00993196214906%
Del Norte,2044,51866,28052,12074,1172,17,3186,5278,2087,54.0855280916207%,23.2792195272433%,2.25966914741835%,0.032776770909652%,6.14275247753827%,10.1762233447731%,4.02383064049666%
Del Norte,2045,52583,28293,12326,1183,17,3256,5385,2123,53.8063632733013%,23.4410360762984%,2.24977654374988%,0.032329840442729%,6.19211532244261%,10.2409523990643%,4.03742654470076%
Del Norte,2046,53300,28533,12581,1192,17,3327,5491,2159,53.5328330206379%,23.6041275797373%,2.23639774859287%,0.031894934333959%,6.24202626641651%,10.3020637898687%,4.05065666041276%
Del Norte,2047,54025,28773,12836,1203,17,3399,5600,2197,53.2586765386395%,23.7593706617307%,2.22674687644609%,0.031466913465988%,6.29153169828783%,10.3655714946784%,4.0666358167515%
Del Norte,2048,54749,29015,13089,1212,17,3472,5708,2236,52.9964017607628%,23.9072859778261%,2.21373906372719%,0.031050795448319%,6.34166834097426%,10.4257612011178%,4.08409286014356%
Del Norte,2049,55480,29262,13342,1220,16,3545,5817,2278,52.7433309300649%,24.0483056957462%,2.19899062725306%,0.028839221341024%,6.38968997837058%,10.484859408796%,4.10598413842826%
Del Norte,2050,56218,29512,13594,1229,16,3620,5929,2318,52.4956419652069%,24.1808673378633%,2.1861325554093%,0.028460635383685%,6.43921875555872%,10.5464441993668%,4.12323455121136%
El Dorado,2000,158621,135355,14787,3340,183,776,1306,2874,85.3323330454354%,9.32222089130695%,2.10564805416685%,0.11536933949477%,0.48921643414176%,0.82334621519219%,1.81186602026213%
El Dorado,2001,162563,138547,15453,3362,183,779,1309,2930,85.2266505908478%,9.50585311540757%,2.06812128221059%,0.11257174141717%,0.47919883368294%,0.80522628150317%,1.8023781549307%
El Dorado,2002,165854,141112,16085,3388,183,784,1309,2993,85.0820601251703%,9.69828885646412%,2.04276050019897%,0.11033800812763%,0.47270490913695%,0.78924837507687%,1.80459922582512%
El Dorado,2003,169028,143599,16722,3418,185,786,1308,3010,84.9557469768322%,9.89303547341269%,2.02215017630215%,0.10944932200582%,0.46501171403554%,0.773836287479%,1.78077004993256%
El Dorado,2004,172320,146181,17374,3443,187,792,1307,3036,84.8311281337047%,10.0824048282266%,1.9980269266481%,0.10851903435469%,0.45961002785515%,0.75847260909935%,1.76183844011142%
El Dorado,2005,175619,148678,18068,3484,189,796,1315,3089,84.6594047341119%,10.2881806638234%,1.9838400173102%,0.10761933503778%,0.4532539189951%,0.74878002949567%,1.75892130122595%
El Dorado,2006,177647,150142,18636,3532,193,804,1323,3017,84.5170478533271%,10.4904670498235%,1.98821257887834%,0.10864242008027%,0.45258293131885%,0.74473534593886%,1.69831182063305%
El Dorado,2007,180511,152303,19238,3581,197,812,1331,3049,84.3732514915988%,10.6575222562614%,1.98381262083751%,0.10913462337475%,0.4498340821335%,0.73735118635429%,1.6890937394397%
El Dorado,2008,183399,154480,19848,3628,201,820,1339,3083,84.2316479370117%,10.8223054651334%,1.97820053544458%,0.10959710794497%,0.44711257967601%,0.73010212705631%,1.68103424773308%
El Dorado,2009,186336,156683,20478,3674,205,828,1347,3121,84.0862742572557%,10.9898248325605%,1.97170702387086%,0.11001631461446%,0.44435857805255%,0.7228876867594%,1.67493130688648%
El Dorado,2010,189308,158918,21116,3717,207,836,1355,3159,83.9467956980159%,11.154309379424%,1.96346694275995%,0.10934561666702%,0.44160838422042%,0.71576478542904%,1.66870919348364%
El Dorado,2011,192400,161186,21821,3758,209,845,1364,3217,83.7765072765073%,11.3414760914761%,1.95322245322245%,0.10862785862786%,0.43918918918919%,0.70893970893971%,1.67203742203742%
El Dorado,2012,195534,163478,22540,3798,211,855,1373,3279,83.6059201980218%,11.5274069982714%,1.94237319340882%,0.10790962185605%,0.43726410752094%,0.70217967207749%,1.67694620884347%
El Dorado,2013,198699,165792,23267,3838,213,863,1383,3343,83.4387691936044%,11.7096714125386%,1.93156482921404%,0.10719731855721%,0.43432528598533%,0.69602765992783%,1.68244430017262%
El Dorado,2014,201904,168131,24008,3874,215,872,1393,3411,83.2727434820509%,11.890799587923%,1.9187336555987%,0.10648625089151%,0.43188842222046%,0.68993184879943%,1.68941675251605%
El Dorado,2015,205119,170477,24759,3906,217,880,1402,3478,83.1112671181119%,12.0705541661182%,1.90426045368786%,0.1057922474271%,0.42901925223894%,0.68350567231705%,1.69560109009892%
El Dorado,2016,208346,172828,25515,3941,219,888,1410,3545,82.9523964942931%,12.2464554155107%,1.89156499284843%,0.10511360909257%,0.42621408618356%,0.67675885306173%,1.70149654900982%
El Dorado,2017,211567,175164,26284,3972,221,896,1416,3614,82.7936303865915%,12.4234875949463%,1.87741944632197%,0.10445863485326%,0.42350650148653%,0.66929152467067%,1.70820591112981%
El Dorado,2018,214786,177482,27063,4005,223,905,1424,3684,82.6320151220284%,12.599983239131%,1.86464667157077%,0.10382427160057%,0.42134962241487%,0.66298548322516%,1.71519559002915%
El Dorado,2019,217978,179775,27849,4035,225,914,1426,3754,82.4739193863601%,12.7760599693547%,1.85110423987742%,0.10322142601547%,0.41930837056951%,0.65419445999138%,1.72219214783143%
El Dorado,2020,221140,182022,28648,4065,227,923,1430,3825,82.3107533689066%,12.9546893370715%,1.83820204395406%,0.10264990503753%,0.41738265352266%,0.64664918151397%,1.72967350999367%
